Id,Brand,Product_Name,Price,Category,Subcategory,Certificate1,Certificate2,Certification_Total,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Score_100
210,Penneys,Tshirt Regular Fit,9.09,Man,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.9055,2193.48,55.945,36.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
211,Penneys,Tshirt Oversized,11.32,Man,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50
212,Penneys,Jumper Asymmetric,18.47,Woman,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45
213,Zara,Jumper Asymmetric,24.01,Man,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
214,Zara,Jacket Textured,114.80,Man,Jacket,BCI Cotton,NaN,0.05,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
215,Penneys,Tshirt Cropped,3.81,Woman,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,2.4575,472.55,26.1,11.525,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,49
216,Zara,Tshirt Cropped,17.94,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,7.134,1139.9,99.845,39.62,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52
217,Penneys,Sweater Slim Fit,24.81,Man,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,9.454,364.86,121.76,38.746,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,73
218,Penneys,Jumper Textured,15.80,Man,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54
219,Penneys,Jumper Ribbed,18.39,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68
220,Patagonia,Tshirt Ribbed,79.18,Man,Tshirt,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,4.7876,2310.3,48.505,31.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87
221,Penneys,Sweater Oversized,17.90,Woman,Sweater,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79
222,H&M,Tshirt Slim Fit,9.60,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,4.4142,473.9,52.36,26.18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44
223,Zara,Jumper Ribbed,39.13,Man,Jumper,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62
224,Zara,Tshirt Regular Fit,18.93,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5.496,2280,53.32,35.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
225,Zara,Jumper Oversized,54.18,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
226,Patagonia,Tshirt Slim Fit,40.94,Man,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92
227,Penneys,Tshirt Slim Fit,5.29,Woman,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
228,Patagonia,Sweater Textured,109.56,Woman,Sweater,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,9.5,367.18,131.5,42.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100
229,Zara,Jacket Oversized,119.43,Man,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6.091,28.99,97,31.506,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46
230,Penneys,Tshirt Ribbed,11.94,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
231,H&M,Tshirt Oversized,11.95,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
232,Penneys,Jumper Oversized,11.20,Woman,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,11.109,551.15,129.93,37.08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,66
233,Zara,Tshirt Asymmetric,21.88,Man,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
234,Zara,Jumper Cropped,54.55,Woman,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
235,Penneys,Sweater Ribbed,13.13,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
236,Penneys,Tshirt Regular Fit,11.54,Woman,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
237,Penneys,Jacket Cropped,30.73,Man,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56
238,Zara,Jacket Ribbed,107.95,Man,Jacket,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.949,29.49,107.96,38.878,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57
239,Patagonia,Jumper Oversized,130.50,Woman,Jumper,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,3.6032,1430.4,42.24,18.88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100
240,Patagonia,Tshirt Cropped,38.28,Woman,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93
241,H&M,Jumper Ribbed,39.05,Woman,Jumper,RWS,NaN,0.15,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5.276,78.24,55.52,17.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95
242,Patagonia,Jacket Regular Fit,269.21,Man,Jacket,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88
243,Patagonia,Sweater Ribbed,155.61,Man,Sweater,Fair Trade,NaN,0.2,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98
244,H&M,Sweater Regular Fit,38.37,Man,Sweater,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49
245,Zara,Jacket Regular Fit,92.37,Man,Jacket,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,6.224,1036.34,73.465,28.341,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,72
246,Penneys,Jumper Ribbed,20.25,Man,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,8.4056,1318,97.84,32.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,73
247,H&M,Tshirt Cropped,5.10,Woman,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53
248,Patagonia,Sweater Asymmetric,192.68,Man,Sweater,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85
249,H&M,Tshirt Regular Fit,15.83,Man,Tshirt,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
250,H&M,Tshirt Regular Fit,7.23,Woman,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43
251,Patagonia,Tshirt Oversized,78.17,Man,Tshirt,Fair Trade,NaN,0.2,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,4.956,2125.8,45.865,32.17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61
252,H&M,Tshirt Asymmetric,11.08,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
253,Patagonia,Jacket Textured,300.41,Woman,Jacket,Fair Trade,NaN,0.2,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,9.7755,412.34,110.3,32.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,88
254,Patagonia,Sweater Asymmetric,238.62,Man,Sweater,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
255,Penneys,Tshirt Ribbed,8.28,Man,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39
256,Patagonia,Sweater Slim Fit,213.34,Woman,Sweater,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87
257,Patagonia,Jumper Cropped,111.40,Man,Jumper,Fair Trade,NaN,0.2,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
258,Patagonia,Jacket Ribbed,201.84,Man,Jacket,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
259,H&M,Sweater Cropped,21.16,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
260,Patagonia,Sweater Oversized,115.98,Woman,Sweater,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
261,H&M,Jumper Slim Fit,26.22,Man,Jumper,GRS,NaN,0.2,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67
262,Patagonia,Tshirt Oversized,53.62,Woman,Tshirt,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,2.8496,1420.4,34.16,17.08,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,84
263,Zara,Sweater Oversized,30.74,Woman,Sweater,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
264,Patagonia,Tshirt Oversized,46.33,Woman,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85
265,Zara,Sweater Asymmetric,57.95,Man,Sweater,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,4.9055,305.14,57.845,22.14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,65
266,Zara,Sweater Oversized,44.13,Woman,Sweater,GRS,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70
267,Patagonia,Jumper Oversized,156.41,Man,Jumper,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
268,Zara,Tshirt Textured,19.23,Woman,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.82,282,51.15,21.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50
269,Penneys,Jumper Oversized,19.20,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
270,Patagonia,Jacket Regular Fit,236.52,Man,Jacket,Fair Trade,NaN,0.2,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58
271,H&M,Tshirt Cropped,8.72,Man,Tshirt,BCI Cotton,NaN,0.05,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
272,Penneys,Jacket Asymmetric,15.32,Man,Jacket,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
273,Zara,Jacket Oversized,71.29,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,8.8155,45.21,114.51,32.671,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,60
274,H&M,Jumper Oversized,22.80,Man,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
275,Patagonia,Jacket Oversized,135.45,Woman,Jacket,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78
276,Zara,Jumper Regular Fit,26.98,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
277,Patagonia,Jumper Ribbed,196.07,Man,Jumper,Fair Trade,NaN,0.2,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
278,Patagonia,Jacket Slim Fit,121.02,Woman,Jacket,Fair Trade,NaN,0.2,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84
279,H&M,Tshirt Cropped,18.08,Woman,Tshirt,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
280,Patagonia,Sweater Regular Fit,158.30,Man,Sweater,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
281,Penneys,Tshirt Textured,4.21,Woman,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53
282,Penneys,Jumper Regular Fit,14.60,Woman,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
283,Zara,Jumper Slim Fit,31.55,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,6.545,242.65,85.45,27.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,83
284,Zara,Jacket Regular Fit,80.44,Man,Jacket,GRS,NaN,0.2,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76
285,Patagonia,Jumper Asymmetric,184.81,Woman,Jumper,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
286,Zara,Jacket Regular Fit,99.40,Man,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
287,Penneys,Tshirt Cropped,9.47,Woman,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
288,Penneys,Tshirt Slim Fit,5.37,Woman,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.6977,1661.75,46.32,21.185,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45
289,Penneys,Jacket Ribbed,33.48,Woman,Jacket,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6.01,398.5,102.53,39.98,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42
290,Zara,Sweater Textured,31.71,Man,Sweater,GRS,NaN,0.2,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,15.3735,294.04,116.42,36.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85
291,Zara,Jumper Ribbed,25.85,Man,Jumper,BCI Cotton,NaN,0.05,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,8.37,1199.01,96.085,41.94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
292,Patagonia,Tshirt Textured,70.76,Woman,Tshirt,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
293,Penneys,Jacket Slim Fit,24.82,Woman,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,8.749,654.46,126.255,37.295,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,66
294,H&M,Jacket Ribbed,78.25,Woman,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
295,Zara,Jacket Cropped,67.50,Woman,Jacket,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
296,H&M,Jumper Slim Fit,26.41,Man,Jumper,RWS,NaN,0.15,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,21.432,460.81,167.87,52.86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
297,H&M,Sweater Oversized,17.06,Woman,Sweater,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
298,Patagonia,Tshirt Textured,39.28,Woman,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85
299,Patagonia,Tshirt Asymmetric,66.30,Woman,Tshirt,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98
300,Patagonia,Tshirt Textured,71.27,Woman,Tshirt,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
301,Zara,Jumper Asymmetric,41.22,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94
302,Patagonia,Jacket Cropped,169.97,Woman,Jacket,Fair Trade,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6.9145,161.98,106.575,28.139,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,68
303,Zara,Sweater Textured,23.37,Man,Sweater,RWS,NaN,0.15,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,5.537,610.05,73.75,24.485,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,88
304,H&M,Jumper Slim Fit,24.65,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72
305,Penneys,Sweater Ribbed,14.58,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
306,Patagonia,Tshirt Asymmetric,61.43,Woman,Tshirt,Fair Trade,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63
307,Patagonia,Sweater Textured,206.89,Man,Sweater,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.9018,1588.25,53.31,23.025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90
308,Penneys,Tshirt Oversized,3.71,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
309,H&M,Sweater Textured,25.94,Woman,Sweater,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47
310,H&M,Sweater Textured,33.54,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
311,Patagonia,Sweater Regular Fit,177.58,Man,Sweater,Fair Trade,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
312,H&M,Tshirt Oversized,17.11,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
313,Penneys,Tshirt Slim Fit,10.73,Woman,Tshirt,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
314,H&M,Jumper Textured,27.72,Woman,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
315,Zara,Jumper Cropped,21.41,Man,Jumper,GRS,NaN,0.2,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70
