Id,Product_Name,Price,Material,Percentage_Material,Certification1,Certification2,Shop_Name,Category,Subcategory,Origin,Care_Instruction
289,Jacket Ribbed,€ 33.48,Acrylic,85.8,N/A,N/A,Penneys,Woman,Jacket,Vietnam,Machine wash 30°C
289,Jacket Ribbed,€ 33.48,Nylon,0.4,N/A,N/A,Penneys,Woman,Jacket,Vietnam,Machine wash 30°C
289,Jacket Ribbed,€ 33.48,Cotton,13.8,N/A,N/A,Penneys,Woman,Jacket,Vietnam,Machine wash 30°C
290,Sweater Textured,€ 31.71,Cashmere,40.3,GRS,N/A,Zara,Man,Sweater,Cambodia,Hand wash
290,Sweater Textured,€ 31.71,Recycled Polyester,59.7,GRS,N/A,Zara,Man,Sweater,Cambodia,Hand wash
291,Jumper Ribbed,€ 25.85,Cotton,41.3,BCI Cotton,N/A,Zara,Man,Jumper,Vietnam,Hand wash
291,Jumper Ribbed,€ 25.85,Cashmere,9.9,BCI Cotton,N/A,Zara,Man,Jumper,Vietnam,Hand wash
291,Jumper Ribbed,€ 25.85,Acrylic,48.7,BCI Cotton,N/A,Zara,Man,Jumper,Vietnam,Hand wash
292,Tshirt Textured,€ 70.76,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Italy,Machine wash 30°C
293,Jacket Slim Fit,€ 24.82,Wool,13.3,N/A,N/A,Penneys,Woman,Jacket,Bangladesh,Hand wash
293,Jacket Slim Fit,€ 24.82,Cotton,19.3,N/A,N/A,Penneys,Woman,Jacket,Bangladesh,Hand wash
293,Jacket Slim Fit,€ 24.82,Nylon,67.4,N/A,N/A,Penneys,Woman,Jacket,Bangladesh,Hand wash
294,Jacket Ribbed,€ 78.25,Cotton,100,N/A,N/A,H&M,Woman,Jacket,Thailand,Machine wash 30°C
295,Jacket Cropped,€ 67.50,Cotton,100,Oeko-Tex 100,N/A,Zara,Woman,Jacket,China,Machine wash 30°C
296,Jumper Slim Fit,€ 26.41,Acrylic,35.7,RWS,N/A,H&M,Man,Jumper,Vietnam,Hand wash
296,Jumper Slim Fit,€ 26.41,Cashmere,64.3,RWS,N/A,H&M,Man,Jumper,Vietnam,Hand wash
297,Sweater Oversized,€ 17.06,Acrylic,100,Oeko-Tex 100,N/A,H&M,Woman,Sweater,China,Machine wash 30°C
298,Tshirt Textured,€ 39.28,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Thailand,Machine wash 30°C
299,Tshirt Asymmetric,€ 66.30,Lyocell,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Italy,Machine wash 30°C
300,Tshirt Textured,€ 71.27,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Portugal,Machine wash 30°C
301,Jumper Asymmetric,€ 41.22,Recycled Cashmere,100,Oeko-Tex 100,N/A,Zara,Woman,Jumper,Turkey,Hand wash
302,Jacket Cropped,€ 169.97,Nylon,53.3,Fair Trade,N/A,Patagonia,Woman,Jacket,Turkey,Machine wash 30°C
302,Jacket Cropped,€ 169.97,Recycled Nylon,41.8,Fair Trade,N/A,Patagonia,Woman,Jacket,Turkey,Machine wash 30°C
302,Jacket Cropped,€ 169.97,Cotton,4.9,Fair Trade,N/A,Patagonia,Woman,Jacket,Turkey,Machine wash 30°C
303,Sweater Textured,€ 23.37,Recycled Cashmere,43.8,RWS,N/A,Zara,Man,Sweater,China,Hand wash
303,Sweater Textured,€ 23.37,Organic Cotton,29.5,RWS,N/A,Zara,Man,Sweater,China,Hand wash
303,Sweater Textured,€ 23.37,Elastane,26.7,RWS,N/A,Zara,Man,Sweater,China,Hand wash
304,Jumper Slim Fit,€ 24.65,Merino Wool,100,Oeko-Tex 100,N/A,H&M,Woman,Jumper,Thailand,Hand wash
305,Sweater Ribbed,€ 14.58,Cashmere,100,N/A,N/A,Penneys,Man,Sweater,Portugal,Hand wash
306,Tshirt Asymmetric,€ 61.43,Organic Cotton,100,Fair Trade,N/A,Patagonia,Woman,Tshirt,India,Machine wash 30°C
307,Sweater Textured,€ 206.89,Organic Cotton,87.9,Fair Trade,Bluesign,Patagonia,Man,Sweater,Italy,Machine wash 30°C
307,Sweater Textured,€ 206.89,Elastane,12.1,Fair Trade,Bluesign,Patagonia,Man,Sweater,Italy,Machine wash 30°C
308,Tshirt Oversized,€ 3.71,Lyocell,100,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
309,Sweater Textured,€ 25.94,Recycled Polyester,100,N/A,N/A,H&M,Woman,Sweater,China,Machine wash 30°C
310,Sweater Textured,€ 33.54,Cashmere,100,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Bangladesh,Hand wash
311,Sweater Regular Fit,€ 177.58,Acrylic,100,Fair Trade,N/A,Patagonia,Man,Sweater,Turkey,Machine wash 30°C
312,Tshirt Oversized,€ 17.11,Organic Cotton,100,N/A,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
313,Tshirt Slim Fit,€ 10.73,Organic Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Portugal,Machine wash 30°C
314,Jumper Textured,€ 27.72,Cotton,100,N/A,N/A,H&M,Woman,Jumper,China,Machine wash 30°C
315,Jumper Cropped,€ 21.41,Recycled Polyester,100,GRS,N/A,Zara,Man,Jumper,Vietnam,Machine wash 30°C
316,Tshirt Regular Fit,€ 6.36,Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
317,Tshirt Slim Fit,€ 73.97,Lyocell,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Portugal,Machine wash 30°C
318,Sweater Regular Fit,€ 51.38,Cotton,100,Oeko-Tex 100,N/A,Zara,Woman,Sweater,Thailand,Machine wash 30°C
319,Jumper Asymmetric,€ 57.30,Wool,100,Oeko-Tex 100,N/A,Zara,Woman,Jumper,Vietnam,Hand wash
320,Sweater Asymmetric,€ 130.78,Wool,100,Fair Trade,N/A,Patagonia,Woman,Sweater,Italy,Hand wash
321,Sweater Asymmetric,€ 21.76,Recycled Acrylic,100,N/A,N/A,Zara,Woman,Sweater,Cambodia,Machine wash 30°C
322,Tshirt Regular Fit,€ 7.00,Cotton,100,N/A,N/A,H&M,Man,Tshirt,Bangladesh,Machine wash 30°C
323,Jumper Oversized,€ 30.44,Recycled Acrylic,46.3,N/A,N/A,Zara,Man,Jumper,Italy,Machine wash 30°C
323,Jumper Oversized,€ 30.44,Cotton,20.7,N/A,N/A,Zara,Man,Jumper,Italy,Machine wash 30°C
323,Jumper Oversized,€ 30.44,Acrylic,32.9,N/A,N/A,Zara,Man,Jumper,Italy,Machine wash 30°C
324,Jumper Cropped,€ 50.81,Cotton,100,N/A,N/A,Zara,Woman,Jumper,Turkey,Machine wash 30°C
325,Tshirt Regular Fit,€ 51.12,Cotton,100,Fair Trade,N/A,Patagonia,Woman,Tshirt,Thailand,Machine wash 30°C
326,Jumper Cropped,€ 32.15,Cashmere,31.2,RWS,N/A,H&M,Woman,Jumper,Vietnam,Hand wash
326,Jumper Cropped,€ 32.15,Merino Wool,38.5,RWS,N/A,H&M,Woman,Jumper,Vietnam,Hand wash
326,Jumper Cropped,€ 32.15,Recycled Cashmere,30.3,RWS,N/A,H&M,Woman,Jumper,Vietnam,Hand wash
327,Sweater Oversized,€ 35.50,Organic Cotton,11.9,N/A,N/A,H&M,Woman,Sweater,China,Hand wash
327,Sweater Oversized,€ 35.50,Elastane,70.1,N/A,N/A,H&M,Woman,Sweater,China,Hand wash
327,Sweater Oversized,€ 35.50,Recycled Cashmere,18,N/A,N/A,H&M,Woman,Sweater,China,Hand wash
328,Jumper Asymmetric,€ 15.30,Recycled Polyester,100,N/A,N/A,H&M,Woman,Jumper,Turkey,Machine wash 30°C
329,Sweater Cropped,€ 16.87,Cashmere,2,N/A,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
329,Sweater Cropped,€ 16.87,Merino Wool,82.5,N/A,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
329,Sweater Cropped,€ 16.87,Recycled Acrylic,15.5,N/A,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
330,Tshirt Ribbed,€ 76.59,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Italy,Machine wash 30°C
331,Sweater Ribbed,€ 56.33,Cashmere,100,N/A,N/A,Zara,Man,Sweater,India,Hand wash
332,Sweater Slim Fit,€ 36.48,Recycled Polyester,100,N/A,N/A,Zara,Man,Sweater,China,Machine wash 30°C
333,Jumper Textured,€ 59.76,Cotton,33.7,N/A,N/A,Zara,Woman,Jumper,Italy,Machine wash 30°C
333,Jumper Textured,€ 59.76,Organic Cotton,36.8,N/A,N/A,Zara,Woman,Jumper,Italy,Machine wash 30°C
333,Jumper Textured,€ 59.76,Elastane,29.5,N/A,N/A,Zara,Woman,Jumper,Italy,Machine wash 30°C
334,Jacket Oversized,€ 20.39,Cotton,100,N/A,N/A,Penneys,Man,Jacket,Vietnam,Machine wash 30°C
335,Tshirt Cropped,€ 11.92,Polyester,96.7,N/A,N/A,Penneys,Man,Tshirt,Vietnam,Machine wash 30°C
335,Tshirt Cropped,€ 11.92,Viscose,3.3,N/A,N/A,Penneys,Man,Tshirt,Vietnam,Machine wash 30°C
336,Sweater Regular Fit,€ 52.65,Recycled Polyester,100,N/A,N/A,Zara,Woman,Sweater,Vietnam,Machine wash 30°C
337,Jumper Ribbed,€ 43.70,Elastane,40,RWS,N/A,Zara,Man,Jumper,China,Hand wash
337,Jumper Ribbed,€ 43.70,Cashmere,8.5,RWS,N/A,Zara,Man,Jumper,China,Hand wash
337,Jumper Ribbed,€ 43.70,Recycled Cashmere,51.6,RWS,N/A,Zara,Man,Jumper,China,Hand wash
338,Jumper Slim Fit,€ 8.65,Wool,100,N/A,N/A,Penneys,Woman,Jumper,Vietnam,Hand wash
339,Tshirt Oversized,€ 76.31,Organic Cotton,100,Fair Trade,N/A,Patagonia,Woman,Tshirt,Turkey,Machine wash 30°C
340,Tshirt Asymmetric,€ 4.33,Organic Cotton,59.4,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
340,Tshirt Asymmetric,€ 4.33,Recycled Cotton,34.4,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
340,Tshirt Asymmetric,€ 4.33,Viscose,6.3,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
341,Tshirt Oversized,€ 48.58,Lyocell,17.5,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Turkey,Machine wash 30°C
341,Tshirt Oversized,€ 48.58,Recycled Cotton,68.7,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Turkey,Machine wash 30°C
341,Tshirt Oversized,€ 48.58,Organic Cotton,13.7,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Turkey,Machine wash 30°C
342,Jumper Textured,€ 18.01,Acrylic,100,N/A,N/A,Penneys,Woman,Jumper,Italy,Machine wash 30°C
343,Jumper Textured,€ 20.07,Recycled Acrylic,100,Oeko-Tex 100,N/A,Zara,Man,Jumper,China,Machine wash 30°C
344,Jacket Ribbed,€ 43.21,Nylon,100,N/A,N/A,H&M,Woman,Jacket,Vietnam,Machine wash 30°C
345,Sweater Slim Fit,€ 15.28,Recycled Acrylic,100,N/A,N/A,H&M,Woman,Sweater,Vietnam,Machine wash 30°C
346,Tshirt Asymmetric,€ 10.79,Lyocell,5,N/A,N/A,H&M,Man,Tshirt,Turkey,Machine wash 30°C
346,Tshirt Asymmetric,€ 10.79,Recycled Cotton,21.7,N/A,N/A,H&M,Man,Tshirt,Turkey,Machine wash 30°C
346,Tshirt Asymmetric,€ 10.79,Recycled Polyester,73.4,N/A,N/A,H&M,Man,Tshirt,Turkey,Machine wash 30°C
347,Jumper Ribbed,€ 167.69,Acrylic,100,Fair Trade,N/A,Patagonia,Woman,Jumper,India,Machine wash 30°C
348,Sweater Ribbed,€ 37.20,Merino Wool,100,N/A,N/A,H&M,Woman,Sweater,Bangladesh,Hand wash
349,Tshirt Slim Fit,€ 77.41,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Italy,Machine wash 30°C
350,Jacket Textured,€ 84.33,Polyester,100,N/A,N/A,Zara,Man,Jacket,India,Machine wash 30°C
351,Jumper Asymmetric,€ 154.12,Elastane,100,Fair Trade,Bluesign,Patagonia,Man,Jumper,Bangladesh,Machine wash 30°C
352,Tshirt Ribbed,€ 7.56,Organic Cotton,100,N/A,N/A,H&M,Man,Tshirt,Bangladesh,Machine wash 30°C
353,Jacket Slim Fit,€ 325.82,Recycled Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Bangladesh,Machine wash 30°C
354,Sweater Ribbed,€ 166.87,Recycled Cashmere,100,Fair Trade,N/A,Patagonia,Man,Sweater,Thailand,Hand wash
355,Jumper Cropped,€ 32.41,Organic Cotton,100,N/A,N/A,H&M,Woman,Jumper,Bangladesh,Machine wash 30°C
356,Tshirt Cropped,€ 17.74,Elastane,100,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
357,Sweater Asymmetric,€ 159.22,Organic Cotton,100,Fair Trade,N/A,Patagonia,Woman,Sweater,Cambodia,Machine wash 30°C
358,Tshirt Cropped,€ 18.98,Cotton,58.5,N/A,N/A,Zara,Woman,Tshirt,Vietnam,Machine wash 30°C
358,Tshirt Cropped,€ 18.98,Polyester,41.5,N/A,N/A,Zara,Woman,Tshirt,Vietnam,Machine wash 30°C
359,Jumper Cropped,€ 194.08,Merino Wool,9.7,Fair Trade,Bluesign,Patagonia,Man,Jumper,Portugal,Hand wash
359,Jumper Cropped,€ 194.08,Recycled Polyester,90.3,Fair Trade,Bluesign,Patagonia,Man,Jumper,Portugal,Hand wash
360,Sweater Regular Fit,€ 15.79,Recycled Polyester,96.8,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
360,Sweater Regular Fit,€ 15.79,Cashmere,3.2,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
361,Tshirt Asymmetric,€ 21.25,Lyocell,17.5,GRS,N/A,Zara,Woman,Tshirt,India,Machine wash 30°C
361,Tshirt Asymmetric,€ 21.25,Recycled Cotton,50.2,GRS,N/A,Zara,Woman,Tshirt,India,Machine wash 30°C
361,Tshirt Asymmetric,€ 21.25,Polyester,32.3,GRS,N/A,Zara,Woman,Tshirt,India,Machine wash 30°C
362,Jumper Oversized,€ 25.07,Recycled Acrylic,100,Oeko-Tex 100,N/A,H&M,Man,Jumper,China,Machine wash 30°C
363,Sweater Oversized,€ 103.03,Cotton,100,Fair Trade,N/A,Patagonia,Man,Sweater,India,Machine wash 30°C
364,Jumper Ribbed,€ 22.51,Recycled Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Jumper,Portugal,Machine wash 30°C
365,Jacket Ribbed,€ 113.07,Cotton,41.9,Oeko-Tex 100,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
365,Jacket Ribbed,€ 113.07,Polyester,42.5,Oeko-Tex 100,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
365,Jacket Ribbed,€ 113.07,Acrylic,15.6,Oeko-Tex 100,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
366,Jacket Ribbed,€ 38.42,Cotton,100,N/A,N/A,Penneys,Woman,Jacket,Turkey,Machine wash 30°C
367,Tshirt Ribbed,€ 10.66,Viscose,9.5,Oeko-Tex 100,N/A,Zara,Woman,Tshirt,Portugal,Machine wash 30°C
367,Tshirt Ribbed,€ 10.66,Lyocell,45.2,Oeko-Tex 100,N/A,Zara,Woman,Tshirt,Portugal,Machine wash 30°C
367,Tshirt Ribbed,€ 10.66,Polyester,45.3,Oeko-Tex 100,N/A,Zara,Woman,Tshirt,Portugal,Machine wash 30°C
368,Jumper Oversized,€ 27.22,Elastane,39,N/A,N/A,H&M,Man,Jumper,Turkey,Machine wash 30°C
368,Jumper Oversized,€ 27.22,Organic Cotton,47.2,N/A,N/A,H&M,Man,Jumper,Turkey,Machine wash 30°C
368,Jumper Oversized,€ 27.22,Recycled Acrylic,13.8,N/A,N/A,H&M,Man,Jumper,Turkey,Machine wash 30°C
369,Tshirt Oversized,€ 3.25,Polyester,30.3,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
369,Tshirt Oversized,€ 3.25,Viscose,69.7,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
370,Jumper Oversized,€ 46.06,Cashmere,100,Oeko-Tex 100,N/A,Zara,Woman,Jumper,China,Hand wash
371,Sweater Regular Fit,€ 52.20,Recycled Polyester,100,GRS,N/A,Zara,Man,Sweater,India,Machine wash 30°C
372,Jumper Slim Fit,€ 13.14,Recycled Acrylic,100,N/A,N/A,Penneys,Man,Jumper,Bangladesh,Machine wash 30°C
373,Sweater Textured,€ 9.84,Acrylic,27.3,N/A,N/A,Penneys,Woman,Sweater,Portugal,Machine wash 30°C
373,Sweater Textured,€ 9.84,Elastane,31.5,N/A,N/A,Penneys,Woman,Sweater,Portugal,Machine wash 30°C
373,Sweater Textured,€ 9.84,Organic Cotton,41.3,N/A,N/A,Penneys,Woman,Sweater,Portugal,Machine wash 30°C
374,Jumper Regular Fit,€ 50.62,Cashmere,100,RWS,N/A,Zara,Woman,Jumper,Italy,Hand wash
375,Sweater Slim Fit,€ 14.88,Recycled Cashmere,100,N/A,N/A,Penneys,Woman,Sweater,Vietnam,Hand wash
376,Sweater Regular Fit,€ 145.03,Merino Wool,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Cambodia,Hand wash
377,Jumper Textured,€ 23.29,Acrylic,100,N/A,N/A,Penneys,Woman,Jumper,Vietnam,Machine wash 30°C
378,Sweater Oversized,€ 139.08,Wool,71.4,Fair Trade,N/A,Patagonia,Man,Sweater,Thailand,Hand wash
378,Sweater Oversized,€ 139.08,Merino Wool,13.3,Fair Trade,N/A,Patagonia,Man,Sweater,Thailand,Hand wash
378,Sweater Oversized,€ 139.08,Cotton,15.2,Fair Trade,N/A,Patagonia,Man,Sweater,Thailand,Hand wash
379,Jacket Regular Fit,€ 41.41,Recycled Polyester,100,N/A,N/A,H&M,Woman,Jacket,Turkey,Machine wash 30°C
380,Jumper Oversized,€ 229.36,Cashmere,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Bangladesh,Hand wash
381,Tshirt Slim Fit,€ 9.10,Organic Cotton,100,N/A,N/A,H&M,Woman,Tshirt,Turkey,Machine wash 30°C
382,Jacket Slim Fit,€ 218.68,Acrylic,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Italy,Machine wash 30°C
383,Tshirt Oversized,€ 9.81,Polyester,100,N/A,N/A,Penneys,Woman,Tshirt,China,Machine wash 30°C
384,Sweater Oversized,€ 25.16,Cashmere,100,N/A,N/A,Zara,Man,Sweater,Cambodia,Hand wash
385,Sweater Oversized,€ 26.40,Recycled Acrylic,10.3,N/A,N/A,H&M,Man,Sweater,Italy,Machine wash 30°C
385,Sweater Oversized,€ 26.40,Cotton,89.7,N/A,N/A,H&M,Man,Sweater,Italy,Machine wash 30°C
386,Jumper Cropped,€ 36.14,Recycled Cashmere,5.5,GRS,N/A,Zara,Woman,Jumper,Vietnam,Hand wash
386,Jumper Cropped,€ 36.14,Wool,94.5,GRS,N/A,Zara,Woman,Jumper,Vietnam,Hand wash
387,Sweater Textured,€ 31.26,Organic Cotton,38.9,RWS,N/A,H&M,Woman,Sweater,Italy,Hand wash
387,Sweater Textured,€ 31.26,Wool,16.8,RWS,N/A,H&M,Woman,Sweater,Italy,Hand wash
387,Sweater Textured,€ 31.26,Elastane,44.4,RWS,N/A,H&M,Woman,Sweater,Italy,Hand wash
388,Tshirt Textured,€ 6.74,Recycled Polyester,100,N/A,N/A,H&M,Man,Tshirt,Italy,Machine wash 30°C
389,Jumper Textured,€ 47.43,Merino Wool,100,RWS,N/A,Zara,Woman,Jumper,India,Hand wash
390,Jacket Cropped,€ 111.89,Polyester,100,N/A,N/A,Zara,Woman,Jacket,India,Machine wash 30°C
391,Sweater Cropped,€ 40.93,Cashmere,1.7,RWS,N/A,Zara,Woman,Sweater,Portugal,Hand wash
391,Sweater Cropped,€ 40.93,Wool,2.1,RWS,N/A,Zara,Woman,Sweater,Portugal,Hand wash
391,Sweater Cropped,€ 40.93,Cotton,96.2,RWS,N/A,Zara,Woman,Sweater,Portugal,Hand wash
392,Sweater Ribbed,€ 100.41,Cashmere,33.8,Fair Trade,N/A,Patagonia,Woman,Sweater,Bangladesh,Hand wash
392,Sweater Ribbed,€ 100.41,Merino Wool,10.3,Fair Trade,N/A,Patagonia,Woman,Sweater,Bangladesh,Hand wash
392,Sweater Ribbed,€ 100.41,Organic Cotton,55.9,Fair Trade,N/A,Patagonia,Woman,Sweater,Bangladesh,Hand wash
393,Sweater Textured,€ 20.78,Merino Wool,100,Oeko-Tex 100,N/A,H&M,Man,Sweater,India,Hand wash
394,Sweater Cropped,€ 19.51,Wool,100,N/A,N/A,Penneys,Man,Sweater,Bangladesh,Hand wash
395,Jumper Textured,€ 31.18,Merino Wool,54.7,N/A,N/A,H&M,Man,Jumper,Portugal,Hand wash
395,Jumper Textured,€ 31.18,Recycled Acrylic,9,N/A,N/A,H&M,Man,Jumper,Portugal,Hand wash
395,Jumper Textured,€ 31.18,Organic Cotton,36.3,N/A,N/A,H&M,Man,Jumper,Portugal,Hand wash
396,Jacket Slim Fit,€ 182.52,Polyester,62.7,Fair Trade,Bluesign,Patagonia,Man,Jacket,Thailand,Machine wash 30°C
396,Jacket Slim Fit,€ 182.52,Recycled Polyester,37.3,Fair Trade,Bluesign,Patagonia,Man,Jacket,Thailand,Machine wash 30°C
397,Jumper Asymmetric,€ 25.40,Recycled Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Jumper,Thailand,Machine wash 30°C
398,Jacket Slim Fit,€ 49.03,Nylon,100,Oeko-Tex 100,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
399,Sweater Regular Fit,€ 40.92,Recycled Cashmere,100,N/A,N/A,Zara,Woman,Sweater,Italy,Hand wash
400,Jumper Cropped,€ 223.97,Cashmere,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,China,Hand wash
401,Jacket Cropped,€ 158.04,Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Portugal,Machine wash 30°C
402,Jacket Slim Fit,€ 105.37,Acrylic,100,N/A,N/A,Zara,Woman,Jacket,Thailand,Machine wash 30°C
403,Jacket Oversized,€ 147.30,Recycled Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,China,Machine wash 30°C
404,Tshirt Cropped,€ 14.06,Elastane,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
405,Jumper Cropped,€ 26.36,Merino Wool,49.3,N/A,N/A,H&M,Man,Jumper,Portugal,Hand wash
405,Jumper Cropped,€ 26.36,Recycled Cashmere,50.7,N/A,N/A,H&M,Man,Jumper,Portugal,Hand wash
406,Sweater Regular Fit,€ 16.87,Cashmere,16.8,N/A,N/A,Penneys,Woman,Sweater,China,Hand wash
406,Sweater Regular Fit,€ 16.87,Recycled Polyester,21.5,N/A,N/A,Penneys,Woman,Sweater,China,Hand wash
406,Sweater Regular Fit,€ 16.87,Merino Wool,61.7,N/A,N/A,Penneys,Woman,Sweater,China,Hand wash
407,Jumper Ribbed,€ 10.05,Recycled Cashmere,100,N/A,N/A,Penneys,Man,Jumper,Vietnam,Hand wash
408,Tshirt Cropped,€ 6.73,Recycled Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Thailand,Machine wash 30°C
409,Tshirt Regular Fit,€ 68.13,Organic Cotton,65.1,Fair Trade,N/A,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
409,Tshirt Regular Fit,€ 68.13,Recycled Cotton,34.9,Fair Trade,N/A,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
410,Jacket Textured,€ 58.03,Acrylic,64,N/A,N/A,H&M,Man,Jacket,Cambodia,Hand wash
410,Jacket Textured,€ 58.03,Wool,12.7,N/A,N/A,H&M,Man,Jacket,Cambodia,Hand wash
410,Jacket Textured,€ 58.03,Recycled Polyester,23.3,N/A,N/A,H&M,Man,Jacket,Cambodia,Hand wash
411,Sweater Slim Fit,€ 21.68,Organic Cotton,100,N/A,N/A,Penneys,Woman,Sweater,Italy,Machine wash 30°C
412,Sweater Textured,€ 20.53,Acrylic,100,N/A,N/A,Penneys,Woman,Sweater,Vietnam,Machine wash 30°C
413,Jumper Textured,€ 19.05,Recycled Acrylic,100,N/A,N/A,Penneys,Woman,Jumper,Cambodia,Machine wash 30°C
414,Sweater Regular Fit,€ 27.01,Recycled Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Sweater,Cambodia,Machine wash 30°C
415,Jacket Ribbed,€ 27.92,Cotton,100,N/A,N/A,H&M,Woman,Jacket,Vietnam,Machine wash 30°C
416,Sweater Ribbed,€ 22.27,Recycled Acrylic,76.1,N/A,N/A,Penneys,Man,Sweater,Vietnam,Machine wash 30°C
416,Sweater Ribbed,€ 22.27,Cotton,23.9,N/A,N/A,Penneys,Man,Sweater,Vietnam,Machine wash 30°C
417,Jumper Textured,€ 31.18,Acrylic,100,Oeko-Tex 100,N/A,H&M,Man,Jumper,Vietnam,Machine wash 30°C
418,Jacket Slim Fit,€ 340.04,Wool,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Cambodia,Hand wash
419,Jumper Textured,€ 205.69,Recycled Cashmere,64.5,Fair Trade,Bluesign,Patagonia,Man,Jumper,Cambodia,Hand wash
419,Jumper Textured,€ 205.69,Acrylic,35.5,Fair Trade,Bluesign,Patagonia,Man,Jumper,Cambodia,Hand wash
420,Jumper Ribbed,€ 33.38,Acrylic,100,Oeko-Tex 100,N/A,H&M,Woman,Jumper,Italy,Machine wash 30°C
421,Sweater Asymmetric,€ 33.22,Recycled Acrylic,100,GRS,N/A,Zara,Woman,Sweater,China,Machine wash 30°C
422,Sweater Asymmetric,€ 217.60,Cashmere,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Cambodia,Hand wash
423,Jacket Regular Fit,€ 82.96,Recycled Polyester,100,GRS,N/A,Zara,Woman,Jacket,Portugal,Machine wash 30°C
424,Sweater Ribbed,€ 24.16,Merino Wool,69.4,N/A,N/A,Penneys,Man,Sweater,Cambodia,Hand wash
424,Sweater Ribbed,€ 24.16,Recycled Acrylic,30.6,N/A,N/A,Penneys,Man,Sweater,Cambodia,Hand wash
425,Jumper Textured,€ 192.06,Recycled Acrylic,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,China,Machine wash 30°C
426,Jacket Oversized,€ 54.71,Acrylic,29.3,N/A,N/A,H&M,Man,Jacket,China,Machine wash 30°C
426,Jacket Oversized,€ 54.71,Cotton,26.2,N/A,N/A,H&M,Man,Jacket,China,Machine wash 30°C
426,Jacket Oversized,€ 54.71,Recycled Nylon,44.4,N/A,N/A,H&M,Man,Jacket,China,Machine wash 30°C
427,Jumper Oversized,€ 16.74,Merino Wool,38.9,N/A,N/A,Penneys,Woman,Jumper,Turkey,Hand wash
427,Jumper Oversized,€ 16.74,Recycled Cashmere,61.1,N/A,N/A,Penneys,Woman,Jumper,Turkey,Hand wash
428,Jacket Cropped,€ 48.31,Polyester,76.7,Oeko-Tex 100,N/A,Zara,Man,Jacket,Bangladesh,Machine wash 30°C
428,Jacket Cropped,€ 48.31,Recycled Nylon,23.3,Oeko-Tex 100,N/A,Zara,Man,Jacket,Bangladesh,Machine wash 30°C
429,Tshirt Asymmetric,€ 7.67,Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
