Id,Brand,Product_Name,Price,Category,Subcategory,Score_100,S_final,S_env,Score_env_burden,Certification_Total,Material_CO2_norm,Material_Water_norm,Material_Energy_norm,Material_Chemical_norm,Care_CO2_norm,Care_Water_norm,Care_Energy_norm,Origin_Grid_norm,Origin_Transport_norm,Origin_Manufacturing_norm
533,Patagonia,Jacket Oversized,€ 200.11,Man,Jacket,69.0,0.6939621232692779,0.4939621232692778,0.5060378767307222,0.2,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.25,0.1,0.3
534,Zara,Sweater Regular Fit,€ 52.86,Man,Sweater,84.0,0.8405878555854717,0.8405878555854717,0.15941214441452836,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.4,0.2,0.45
535,Penneys,Jumper Cropped,€ 20.38,Woman,Jumper,62.0,0.6225541042991549,0.6225541042991549,0.37744589570084514,0.0,0.43,0.06993097818019889,0.7857535753575359,0.7887744034707158,0.0,0.0,0.0,0.55,0.45,0.7
536,Penneys,Tshirt Oversized,€ 9.24,Woman,Tshirt,34.0,0.344534959126756,0.344534959126756,0.655465040873244,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.5,0.4,0.65
537,Penneys,Jumper Textured,€ 17.15,Woman,Jumper,39.0,0.39336164289354447,0.39336164289354447,0.6066383571064555,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75
538,Patagonia,Jumper Textured,€ 204.81,Woman,Jumper,91.0,0.9120928264620924,0.5120928264620924,0.4879071735379076,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
539,Zara,Tshirt Oversized,€ 14.01,Man,Tshirt,33.0,0.3345349591267561,0.3345349591267561,0.6654650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
540,Penneys,Sweater Cropped,€ 9.83,Man,Sweater,56.0,0.5591309284493973,0.5591309284493973,0.4408690715506028,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
541,H&M,Sweater Slim Fit,€ 36.67,Woman,Sweater,49.0,0.49453495912675605,0.39453495912675607,0.6054650408732439,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
542,H&M,Jumper Regular Fit,€ 22.62,Man,Jumper,53.0,0.5250551813994312,0.5250551813994312,0.4749448186005688,0.0,0.1481358885017422,0.008481148879323141,0.3973322332233223,0.4454989154013015,1.0,1.0,1.0,0.3,0.1,0.35
543,Penneys,Jumper Regular Fit,€ 12.69,Woman,Jumper,42.0,0.42207164325291924,0.42207164325291924,0.5779283567470808,0.0,0.11839721254355404,0.31462446192667354,0.3259075907590759,0.47035430224150404,1.0,1.0,1.0,0.5,0.4,0.65
544,Zara,Jumper Oversized,€ 55.89,Woman,Jumper,92.0,0.9205009799370546,0.7705009799370546,0.22949902006294542,0.15,0.1366550522648084,0.03231408638860026,0.1993399339933994,0.2266811279826464,0.0,0.0,0.0,0.55,0.45,0.7
545,Penneys,Sweater Slim Fit,€ 17.22,Woman,Sweater,84.0,0.8405878555854717,0.8405878555854717,0.15941214441452836,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.4,0.2,0.45
546,Zara,Sweater Textured,€ 48.21,Woman,Sweater,68.0,0.6753234084514343,0.6753234084514343,0.3246765915485657,0.0,0.6334146341463415,0.1369860472020187,0.8622112211221121,0.8641540130151844,0.0,0.0,0.0,0.3,0.1,0.35
547,H&M,Jumper Oversized,€ 35.99,Woman,Jumper,46.0,0.45597264689946965,0.40597264689946966,0.5940273531005303,0.05,0.16177700348432056,0.07912646578595814,0.45211771177117704,0.5972523499638467,1.0,1.0,1.0,0.65,0.4,0.6
548,Penneys,Jumper Cropped,€ 11.19,Woman,Jumper,42.0,0.42112598840831406,0.42112598840831406,0.5788740115916859,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.4,0.2,0.45
549,Penneys,Jumper Regular Fit,€ 11.95,Woman,Jumper,43.0,0.4345349591267562,0.4345349591267562,0.5654650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3
550,Zara,Jacket Textured,€ 91.97,Woman,Jacket,56.0,0.5591309284493973,0.5591309284493973,0.4408690715506028,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
551,Zara,Tshirt Slim Fit,€ 25.29,Woman,Tshirt,44.0,0.44383657545765576,0.44383657545765576,0.5561634245423442,0.0,0.19013937282229965,0.04011429419622978,0.38586358635863577,0.3955169920462762,1.0,1.0,1.0,0.5,0.4,0.65
552,Zara,Jacket Cropped,€ 89.36,Man,Jacket,68.0,0.6841806199382119,0.48418061993821193,0.5158193800617881,0.2,0.15526132404181187,0.007417990203354609,0.33828382838283827,0.30723065798987714,1.0,1.0,1.0,0.45,0.35,0.55
553,Penneys,Jacket Regular Fit,€ 43.17,Woman,Jacket,46.0,0.45898786766807587,0.45898786766807587,0.5410121323319241,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.55,0.45,0.75
554,H&M,Jumper Regular Fit,€ 28.45,Woman,Jumper,60.0,0.6003724566137965,0.6003724566137965,0.3996275433862036,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.75
555,Patagonia,Jacket Oversized,€ 297.95,Man,Jacket,82.0,0.8168164287694522,0.41681642876945213,0.5831835712305479,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55
556,H&M,Jumper Slim Fit,€ 35.75,Man,Jumper,70.0,0.6964438723175345,0.6964438723175345,0.30355612768246554,0.0,0.15678048780487805,0.6264286774528722,0.2052805280528053,0.34707158351409984,0.0,0.0,0.0,0.55,0.45,0.7
557,Patagonia,Sweater Slim Fit,€ 103.74,Man,Sweater,84.0,0.840929017316013,0.44092901731601297,0.559070982683987,0.4,0.15505226480836237,0.008646281727772005,0.47469746974697463,0.6023138105567607,1.0,1.0,1.0,0.45,0.35,0.55
558,Zara,Tshirt Asymmetric,€ 12.28,Man,Tshirt,69.0,0.6884513464644866,0.5884513464644866,0.4115486535355134,0.1,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.25,0.1,0.3
559,Patagonia,Jacket Asymmetric,€ 296.70,Man,Jacket,93.0,0.929130928449397,0.529130928449397,0.4708690715506029,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45
560,H&M,Jacket Oversized,€ 42.02,Man,Jacket,50.0,0.5039621232692776,0.4039621232692776,0.5960378767307224,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.5,0.4,0.65
561,H&M,Sweater Asymmetric,€ 26.47,Man,Sweater,66.0,0.6573090412971665,0.6573090412971665,0.34269095870283345,0.0,0.2536236933797909,0.07308520112809856,0.6610286028602859,0.6891720896601591,0.0,0.0,0.0,0.55,0.45,0.75
562,Patagonia,Tshirt Regular Fit,€ 62.00,Woman,Tshirt,81.0,0.8120928264620924,0.41209282646209233,0.5879071735379077,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75
563,Zara,Tshirt Textured,€ 16.98,Woman,Tshirt,47.0,0.4691309284493971,0.4691309284493971,0.5308690715506029,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6
564,H&M,Tshirt Asymmetric,€ 11.25,Woman,Tshirt,76.0,0.7635928130660157,0.5635928130660156,0.4364071869339844,0.2,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.4,0.2,0.45
565,H&M,Tshirt Cropped,€ 9.49,Man,Tshirt,54.0,0.5442311613606786,0.5442311613606786,0.4557688386393214,0.0,0.05545644599303136,0.4529464153183908,0.08778877887788777,0.21149674620390455,1.0,1.0,1.0,0.3,0.1,0.35
566,Penneys,Sweater Regular Fit,€ 15.03,Woman,Sweater,62.0,0.6187694214244597,0.6187694214244597,0.3812305785755403,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.45,0.35,0.55
567,H&M,Jacket Textured,€ 62.88,Man,Jacket,48.0,0.4768164287694522,0.4768164287694522,0.5231835712305478,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.3,0.1,0.35
568,Penneys,Jumper Regular Fit,€ 17.56,Man,Jumper,81.0,0.8090433313316331,0.8090433313316331,0.1909566686683669,0.0,0.12961672473867597,0.052842511503636634,0.1815181518151815,0.195589298626175,0.0,0.0,0.0,0.45,0.35,0.55
569,H&M,Tshirt Asymmetric,€ 11.97,Woman,Tshirt,50.0,0.5007204504377178,0.5007204504377178,0.4992795495622821,0.0,0.055540069686411155,0.30907674038889715,0.06903190319031903,0.2091467823571945,1.0,1.0,1.0,0.45,0.35,0.55
570,Zara,Tshirt Textured,€ 14.02,Man,Tshirt,43.0,0.42862064380202847,0.42862064380202847,0.5713793561979715,0.0,0.19282229965156797,0.021908861511058336,0.4623487348734874,0.4867136659436009,1.0,1.0,1.0,0.5,0.4,0.65
571,H&M,Tshirt Textured,€ 10.00,Man,Tshirt,45.0,0.4464571687663673,0.4464571687663673,0.5535428312336327,0.0,0.11804878048780491,0.13492652515956657,0.21705170517051708,0.41540130151843824,1.0,1.0,1.0,0.65,0.4,0.6
572,Patagonia,Jacket Cropped,€ 128.18,Woman,Jacket,70.0,0.6989878676680759,0.4989878676680759,0.5010121323319241,0.2,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.45,0.35,0.55
573,Penneys,Jacket Cropped,€ 39.42,Woman,Jacket,60.0,0.6003724566137965,0.6003724566137965,0.3996275433862036,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.75
574,Penneys,Tshirt Ribbed,€ 8.20,Man,Tshirt,60.0,0.6035928130660156,0.6035928130660156,0.39640718693398436,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.25,0.1,0.3
575,Penneys,Tshirt Oversized,€ 11.85,Woman,Tshirt,51.0,0.5120928264620924,0.5120928264620924,0.4879071735379076,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
576,Penneys,Sweater Textured,€ 8.54,Man,Sweater,78.0,0.7755878555854716,0.7755878555854716,0.22441214441452834,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.55,0.45,0.7
577,Penneys,Jacket Cropped,€ 43.52,Woman,Jacket,38.0,0.3839621232692777,0.3839621232692777,0.6160378767307223,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75
578,Penneys,Tshirt Cropped,€ 4.82,Woman,Tshirt,39.0,0.39112598840831425,0.39112598840831425,0.6088740115916857,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.45,0.35,0.55
579,Zara,Jumper Oversized,€ 56.95,Man,Jumper,79.0,0.7887694214244597,0.6887694214244597,0.31123057857554026,0.1,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.25,0.1,0.3
580,Zara,Tshirt Slim Fit,€ 17.75,Woman,Tshirt,43.0,0.4345349591267561,0.3345349591267561,0.6654650408732439,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
581,Penneys,Jacket Asymmetric,€ 18.09,Man,Jacket,39.0,0.3868164287694521,0.3868164287694521,0.6131835712305479,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.65,0.4,0.6
582,Zara,Sweater Ribbed,€ 27.70,Man,Sweater,37.0,0.3745349591267561,0.3245349591267561,0.6754650408732439,0.05,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75
583,Zara,Jumper Oversized,€ 24.58,Woman,Jumper,45.0,0.45209282646209237,0.45209282646209237,0.5479071735379076,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
584,Zara,Sweater Regular Fit,€ 29.79,Woman,Sweater,59.0,0.5890353871182294,0.48903538711822947,0.5109646128817705,0.1,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65
585,Zara,Tshirt Slim Fit,€ 28.07,Woman,Tshirt,42.0,0.41709282646209234,0.41709282646209234,0.5829071735379077,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7
586,Zara,Jacket Regular Fit,€ 68.45,Man,Jacket,51.0,0.511996835841842,0.411996835841842,0.588003164158158,0.1,0.15146341463414636,0.6489386967492949,0.23154565456545653,0.4980838756326826,1.0,1.0,1.0,0.45,0.35,0.55
587,Patagonia,Tshirt Slim Fit,€ 48.97,Man,Tshirt,85.0,0.8520928264620924,0.45209282646209237,0.5479071735379076,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
588,Penneys,Sweater Slim Fit,€ 11.12,Man,Sweater,71.0,0.7103724566137964,0.7103724566137964,0.28962754338620356,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.25,0.1,0.3
589,H&M,Jacket Asymmetric,€ 44.33,Man,Jacket,55.0,0.546816428769452,0.44681642876945205,0.553183571230548,0.1,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.4,0.2,0.45
590,H&M,Jacket Cropped,€ 64.29,Woman,Jacket,59.0,0.5939621232692778,0.4939621232692778,0.5060378767307222,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.25,0.1,0.3
591,Patagonia,Jacket Ribbed,€ 262.80,Woman,Jacket,82.0,0.8168164287694522,0.41681642876945213,0.5831835712305479,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55
592,Patagonia,Jacket Regular Fit,€ 301.09,Woman,Jacket,65.0,0.6539621232692776,0.45396212326927765,0.5460378767307223,0.2,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.4,0.2,0.45
593,Patagonia,Tshirt Regular Fit,€ 61.82,Man,Tshirt,88.0,0.8784513464644865,0.4784513464644865,0.5215486535355135,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.55,0.45,0.75
594,Patagonia,Tshirt Regular Fit,€ 39.89,Man,Tshirt,92.0,0.9220928264620925,0.5220928264620924,0.47790717353790757,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3
595,Zara,Tshirt Cropped,€ 12.93,Woman,Tshirt,62.0,0.6184513464644865,0.5184513464644865,0.48154865353551346,0.1,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.45,0.35,0.55
596,Zara,Jumper Textured,€ 55.10,Man,Jumper,73.0,0.7342403455531099,0.6342403455531099,0.36575965444689007,0.1,0.4302090592334495,0.2708290040077186,0.7177117711771178,0.6888467100506147,0.0,0.0,0.0,0.5,0.4,0.65
597,Patagonia,Jumper Cropped,€ 144.13,Man,Jumper,81.0,0.8130608499932467,0.41306084999324666,0.5869391500067533,0.4,0.06637979094076654,0.6547628766513284,0.12131463146314632,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75
598,Penneys,Tshirt Ribbed,€ 6.89,Man,Tshirt,58.0,0.5787479468252879,0.5787479468252879,0.42125205317471215,0.0,0.08881533101045298,0.05798203948344961,0.1894939493949395,0.2262292118582791,1.0,1.0,1.0,0.25,0.1,0.3
599,Zara,Jumper Slim Fit,€ 25.56,Man,Jumper,63.0,0.6299904862007715,0.6299904862007715,0.3700095137992285,0.0,0.9105226480836236,0.2312268071842066,0.9470297029702971,0.9613159797541576,0.0,0.0,0.0,0.25,0.1,0.3
600,H&M,Tshirt Ribbed,€ 15.82,Man,Tshirt,54.0,0.538315759621119,0.48831575962111895,0.511684240378881,0.05,0.14501742160278747,0.41275790411162233,0.3558855885588559,0.45318148951554593,1.0,1.0,1.0,0.3,0.1,0.35
601,Patagonia,Jacket Regular Fit,€ 161.35,Man,Jacket,100.0,1.0,0.6801855675390129,0.31981443246098706,0.4,0.25426829268292683,0.03517144129434466,0.6276127612761276,0.5310918293564715,0.0,0.0,0.0,0.55,0.45,0.75
602,H&M,Jacket Cropped,€ 65.20,Man,Jacket,49.0,0.4870072483094371,0.4870072483094371,0.5129927516905629,0.0,0.20782229965156795,0.05647172331898471,0.5106985698569856,0.604934924078091,1.0,1.0,1.0,0.3,0.1,0.35
603,Penneys,Tshirt Regular Fit,€ 7.33,Woman,Tshirt,53.0,0.5272808245208531,0.5272808245208531,0.4727191754791469,0.0,0.14672473867595823,0.017452130028202464,0.23074807480748075,0.28226681127982656,1.0,1.0,1.0,0.4,0.2,0.45
604,H&M,Jumper Slim Fit,€ 30.77,Woman,Jumper,82.0,0.819997777081532,0.719997777081532,0.28000222291846794,0.1,0.16506968641114986,0.03494693483746474,0.4036028602860286,0.4464027476500362,0.0,0.0,0.0,0.55,0.45,0.75
605,Patagonia,Jacket Regular Fit,€ 328.39,Man,Jacket,82.0,0.8245349591267562,0.4245349591267562,0.5754650408732438,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
606,Zara,Tshirt Textured,€ 28.46,Man,Tshirt,47.0,0.4711259884083141,0.3711259884083141,0.6288740115916859,0.1,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.5,0.4,0.65
607,Penneys,Tshirt Oversized,€ 7.36,Woman,Tshirt,46.0,0.4591309284493972,0.4591309284493972,0.5408690715506028,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75
608,Penneys,Jumper Regular Fit,€ 12.78,Man,Jumper,52.0,0.5224330916134619,0.5224330916134619,0.4775669083865381,0.0,0.9363414634146341,0.2368450348819949,0.9760726072607261,0.9764099783080259,0.0,0.0,0.0,0.65,0.4,0.6
609,Patagonia,Sweater Cropped,€ 126.31,Woman,Sweater,65.0,0.6520928264620924,0.45209282646209237,0.5479071735379076,0.2,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
610,Penneys,Tshirt Ribbed,€ 8.36,Woman,Tshirt,50.0,0.4995747710285985,0.4995747710285985,0.5004252289714015,0.0,0.07346341463414632,0.1706991242392756,0.15918591859185915,0.25090383224873464,1.0,1.0,1.0,0.45,0.35,0.55
611,Patagonia,Jumper Ribbed,€ 186.66,Man,Jumper,99.0,0.9887694214244598,0.5887694214244598,0.41123057857554024,0.4,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.65,0.4,0.6
612,Patagonia,Jacket Slim Fit,€ 189.31,Woman,Jacket,96.0,0.958987867668076,0.558987867668076,0.4410121323319241,0.4,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.3,0.1,0.35
613,Zara,Jacket Asymmetric,€ 63.10,Man,Jacket,59.0,0.5933616428935445,0.49336164289354456,0.5066383571064554,0.1,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
614,H&M,Sweater Cropped,€ 25.79,Man,Sweater,69.0,0.6887694214244597,0.6887694214244597,0.31123057857554026,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.25,0.1,0.3
615,Patagonia,Jacket Cropped,€ 275.32,Woman,Jacket,100.0,1.0,0.6403724566137964,0.3596275433862036,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55
616,Zara,Sweater Regular Fit,€ 20.42,Woman,Sweater,73.0,0.7337694214244598,0.5837694214244598,0.4162305785755403,0.15,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.55,0.45,0.7
617,Penneys,Jumper Textured,€ 12.82,Woman,Jumper,59.0,0.5887694214244598,0.5887694214244598,0.41123057857554024,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.65,0.4,0.6
618,H&M,Jumper Regular Fit,€ 30.95,Woman,Jumper,83.0,0.8265399381135311,0.6765399381135311,0.32346006188646886,0.15,0.43402439024390244,0.09052990945524714,0.4894389438943894,0.5206073752711498,0.0,0.0,0.0,0.55,0.45,0.7
619,Zara,Sweater Oversized,€ 38.68,Woman,Sweater,46.0,0.4647746805719096,0.4647746805719096,0.5352253194280904,0.0,0.14135888501742158,0.007158230666468754,0.37651265126512645,0.47722342733188716,1.0,1.0,1.0,0.45,0.35,0.55
620,H&M,Sweater Cropped,€ 16.56,Man,Sweater,72.0,0.7229937152450994,0.7229937152450994,0.2770062847549007,0.0,0.2459233449477352,0.9143981000445303,0.28512101210121005,0.6746203904555315,0.0,0.0,0.0,0.25,0.1,0.3
621,Zara,Jacket Ribbed,€ 91.64,Woman,Jacket,53.0,0.5289878676680757,0.5289878676680757,0.47101213233192424,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.4,0.2,0.45
622,H&M,Jacket Textured,€ 39.24,Woman,Jacket,61.0,0.6053724566137964,0.6053724566137964,0.3946275433862036,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.7
623,Patagonia,Tshirt Slim Fit,€ 41.70,Woman,Tshirt,73.0,0.7345349591267561,0.3345349591267561,0.6654650408732439,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
624,Penneys,Jacket Regular Fit,€ 15.11,Man,Jacket,36.0,0.36453495912675615,0.36453495912675615,0.6354650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
625,H&M,Jumper Asymmetric,€ 24.61,Man,Jumper,47.0,0.47403538711822946,0.47403538711822946,0.5259646128817705,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7
626,Penneys,Jacket Asymmetric,€ 33.97,Woman,Jacket,49.0,0.4868164287694522,0.4868164287694522,0.5131835712305478,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.25,0.1,0.3
627,H&M,Jacket Cropped,€ 67.16,Woman,Jacket,73.0,0.7289878676680757,0.5289878676680757,0.47101213233192424,0.2,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.4,0.2,0.45
628,Patagonia,Tshirt Textured,€ 66.00,Man,Tshirt,82.0,0.816956725836654,0.416956725836654,0.583043274163346,0.4,0.06631358885017422,0.6666914056701796,0.12013201320132012,0.27729573391178597,1.0,1.0,1.0,0.55,0.45,0.7
629,Zara,Jacket Slim Fit,€ 45.04,Man,Jacket,46.0,0.46453495912675613,0.36453495912675615,0.6354650408732438,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
630,H&M,Sweater Asymmetric,€ 23.44,Woman,Sweater,51.0,0.5120928264620924,0.5120928264620924,0.4879071735379076,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
631,Zara,Jumper Asymmetric,€ 21.48,Woman,Jumper,46.0,0.46453495912675613,0.36453495912675615,0.6354650408732438,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
632,Zara,Jumper Asymmetric,€ 26.89,Woman,Jumper,70.0,0.6955356412288713,0.5955356412288714,0.40446435877112863,0.1,0.49073170731707316,0.7098114887932313,0.5142739273927391,0.779826464208243,0.0,0.0,0.0,0.5,0.4,0.65
633,H&M,Tshirt Slim Fit,€ 13.92,Woman,Tshirt,51.0,0.5097514838873219,0.40975148388732197,0.590248516112678,0.1,0.17637630662020906,0.07097001632774233,0.43561606160616045,0.5195227765726681,1.0,1.0,1.0,0.55,0.45,0.7
634,H&M,Jumper Oversized,€ 35.91,Woman,Jumper,48.0,0.47903538711822946,0.47903538711822946,0.5209646128817705,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6
635,Penneys,Jumper Cropped,€ 15.06,Man,Jumper,77.0,0.7705878555854716,0.7705878555854716,0.22941214441452837,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.55,0.45,0.75
636,H&M,Jumper Asymmetric,€ 34.78,Man,Jumper,39.0,0.39453495912675607,0.39453495912675607,0.6054650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
637,H&M,Jumper Asymmetric,€ 32.67,Man,Jumper,52.0,0.5245349591267562,0.4245349591267562,0.5754650408732438,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
638,Zara,Sweater Regular Fit,€ 38.02,Woman,Sweater,82.0,0.8203724566137964,0.6703724566137964,0.3296275433862036,0.15,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.4,0.2,0.45
639,H&M,Sweater Oversized,€ 25.47,Woman,Sweater,50.0,0.5020928264620924,0.45209282646209237,0.5479071735379076,0.05,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
640,Zara,Jacket Cropped,€ 90.12,Woman,Jacket,50.0,0.5039621232692776,0.4039621232692776,0.5960378767307224,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.5,0.4,0.65
641,Patagonia,Jumper Ribbed,€ 200.52,Woman,Jumper,80.0,0.8033616428935445,0.4033616428935445,0.5966383571064555,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
