Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
509,Zara,Tshirt Ribbed,€ 19.76,Man,Tshirt,Elastane,40.4,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.76
509,Zara,Tshirt Ribbed,€ 19.76,Man,Tshirt,Viscose,49.5,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.76
509,Zara,Tshirt Ribbed,€ 19.76,Man,Tshirt,Organic Cotton,10.1,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.76
510,Patagonia,Sweater Textured,€ 120.21,Woman,Sweater,Organic Cotton,6.1,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,120.21
510,Patagonia,Sweater Textured,€ 120.21,Woman,Sweater,Cotton,43.0,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,120.21
510,Patagonia,Sweater Textured,€ 120.21,Woman,Sweater,Recycled Cashmere,50.9,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,120.21
511,Penneys,Sweater Textured,€ 15.96,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,15.96
512,Penneys,Sweater Regular Fit,€ 14.24,Woman,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,14.24
513,H&M,Sweater Cropped,€ 30.50,Man,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,30.5
514,Patagonia,Jumper Regular Fit,€ 142.47,Man,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,142.47
515,H&M,Jumper Ribbed,€ 36.84,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,36.84
516,Patagonia,Jacket Regular Fit,€ 263.51,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,,0.0,263.51
517,H&M,Jumper Textured,€ 27.29,Woman,Jumper,Recycled Acrylic,89.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,GRS,0.2,,0.0,27.29
517,H&M,Jumper Textured,€ 27.29,Woman,Jumper,Organic Cotton,10.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,GRS,0.2,,0.0,27.29
518,Penneys,Tshirt Cropped,€ 8.55,Woman,Tshirt,Polyester,23.7,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,8.55
518,Penneys,Tshirt Cropped,€ 8.55,Woman,Tshirt,Recycled Polyester,76.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,8.55
519,H&M,Tshirt Textured,€ 8.47,Man,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,8.47
520,Patagonia,Tshirt Cropped,€ 63.74,Man,Tshirt,Organic Cotton,8.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,63.74
520,Patagonia,Tshirt Cropped,€ 63.74,Man,Tshirt,Lyocell,53.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,63.74
520,Patagonia,Tshirt Cropped,€ 63.74,Man,Tshirt,Recycled Polyester,38.8,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,63.74
521,Penneys,Jumper Regular Fit,€ 24.97,Man,Jumper,Recycled Acrylic,16.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,24.97
521,Penneys,Jumper Regular Fit,€ 24.97,Man,Jumper,Recycled Polyester,41.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,24.97
521,Penneys,Jumper Regular Fit,€ 24.97,Man,Jumper,Organic Cotton,41.9,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,24.97
522,Penneys,Jumper Regular Fit,€ 17.28,Man,Jumper,Recycled Acrylic,3.5,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.28
522,Penneys,Jumper Regular Fit,€ 17.28,Man,Jumper,Cotton,74.1,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.28
522,Penneys,Jumper Regular Fit,€ 17.28,Man,Jumper,Organic Cotton,22.4,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.28
523,Patagonia,Tshirt Textured,€ 36.56,Man,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,36.56
524,Zara,Jumper Cropped,€ 32.60,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,32.6
525,H&M,Tshirt Slim Fit,€ 10.33,Woman,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,10.33
526,Penneys,Tshirt Regular Fit,€ 6.60,Woman,Tshirt,Recycled Cotton,39.8,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.6
526,Penneys,Tshirt Regular Fit,€ 6.60,Woman,Tshirt,Polyester,8.8,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.6
526,Penneys,Tshirt Regular Fit,€ 6.60,Woman,Tshirt,Viscose,51.4,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.6
527,H&M,Sweater Asymmetric,€ 33.27,Man,Sweater,Recycled Acrylic,17.2,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,33.27
527,H&M,Sweater Asymmetric,€ 33.27,Man,Sweater,Recycled Polyester,0.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,33.27
527,H&M,Sweater Asymmetric,€ 33.27,Man,Sweater,Organic Cotton,82.4,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,33.27
528,Zara,Tshirt Textured,€ 25.55,Man,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,25.55
529,Zara,Sweater Regular Fit,€ 47.91,Woman,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,47.91
530,Zara,Jacket Oversized,€ 102.91,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,102.91
531,Patagonia,Sweater Asymmetric,€ 159.78,Man,Sweater,Organic Cotton,2.8,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,159.78
531,Patagonia,Sweater Asymmetric,€ 159.78,Man,Sweater,Recycled Cashmere,11.1,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,159.78
531,Patagonia,Sweater Asymmetric,€ 159.78,Man,Sweater,Cotton,86.2,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,159.78
532,Zara,Jumper Ribbed,€ 22.87,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.87
533,Patagonia,Jacket Oversized,€ 200.11,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,,0.0,200.11
534,Zara,Sweater Regular Fit,€ 52.86,Man,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,52.86
535,Penneys,Jumper Cropped,€ 20.38,Woman,Jumper,Elastane,77.9,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,20.38
535,Penneys,Jumper Cropped,€ 20.38,Woman,Jumper,Cashmere,22.1,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,20.38
536,Penneys,Tshirt Oversized,€ 9.24,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,9.24
537,Penneys,Jumper Textured,€ 17.15,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.15
538,Patagonia,Jumper Textured,€ 204.81,Woman,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,204.81
539,Zara,Tshirt Oversized,€ 14.01,Man,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,14.01
540,Penneys,Sweater Cropped,€ 9.83,Man,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,9.83
541,H&M,Sweater Slim Fit,€ 36.67,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,36.67
542,H&M,Jumper Regular Fit,€ 22.62,Man,Jumper,Recycled Acrylic,62.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,22.62
542,H&M,Jumper Regular Fit,€ 22.62,Man,Jumper,Elastane,37.3,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,22.62
543,Penneys,Jumper Regular Fit,€ 12.69,Woman,Jumper,Organic Cotton,46.5,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,12.69
543,Penneys,Jumper Regular Fit,€ 12.69,Woman,Jumper,Acrylic,53.5,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,12.69
544,Zara,Jumper Oversized,€ 55.89,Woman,Jumper,Recycled Polyester,44.4,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,55.89
544,Zara,Jumper Oversized,€ 55.89,Woman,Jumper,Recycled Cashmere,55.6,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,55.89
545,Penneys,Sweater Slim Fit,€ 17.22,Woman,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,17.22
546,Zara,Sweater Textured,€ 48.21,Woman,Sweater,Elastane,50.1,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,,0.0,,0.0,48.21
546,Zara,Sweater Textured,€ 48.21,Woman,Sweater,Cashmere,49.9,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,,0.0,,0.0,48.21
547,H&M,Jumper Oversized,€ 35.99,Woman,Jumper,Recycled Polyester,11.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,BCI Cotton,0.05,,0.0,35.99
547,H&M,Jumper Oversized,€ 35.99,Woman,Jumper,Acrylic,81.5,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,BCI Cotton,0.05,,0.0,35.99
547,H&M,Jumper Oversized,€ 35.99,Woman,Jumper,Cotton,7.1,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,BCI Cotton,0.05,,0.0,35.99
548,Penneys,Jumper Cropped,€ 11.19,Woman,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,11.19
549,Penneys,Jumper Regular Fit,€ 11.95,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,11.95
550,Zara,Jacket Textured,€ 91.97,Woman,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,91.97
551,Zara,Tshirt Slim Fit,€ 25.29,Woman,Tshirt,Polyester,57.8,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,25.29
551,Zara,Tshirt Slim Fit,€ 25.29,Woman,Tshirt,Lyocell,42.2,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,25.29
552,Zara,Jacket Cropped,€ 89.36,Man,Jacket,Recycled Nylon,79.7,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,GRS,0.2,,0.0,89.36
552,Zara,Jacket Cropped,€ 89.36,Man,Jacket,Polyester,15.8,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,GRS,0.2,,0.0,89.36
552,Zara,Jacket Cropped,€ 89.36,Man,Jacket,Acrylic,4.5,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,GRS,0.2,,0.0,89.36
553,Penneys,Jacket Regular Fit,€ 43.17,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,43.17
554,H&M,Jumper Regular Fit,€ 28.45,Woman,Jumper,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,28.45
555,Patagonia,Jacket Oversized,€ 297.95,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,297.95
556,H&M,Jumper Slim Fit,€ 35.75,Man,Jumper,Cashmere,9.7,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,35.75
556,H&M,Jumper Slim Fit,€ 35.75,Man,Jumper,Organic Cotton,90.3,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,35.75
557,Patagonia,Sweater Slim Fit,€ 103.74,Man,Sweater,Acrylic,90.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,103.74
557,Patagonia,Sweater Slim Fit,€ 103.74,Man,Sweater,Recycled Acrylic,10.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,103.74
558,Zara,Tshirt Asymmetric,€ 12.28,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,12.28
559,Patagonia,Jacket Asymmetric,€ 296.70,Man,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,296.7
560,H&M,Jacket Oversized,€ 42.02,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,42.02
561,H&M,Sweater Asymmetric,€ 26.47,Man,Sweater,Recycled Cashmere,6.4,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,26.47
561,H&M,Sweater Asymmetric,€ 26.47,Man,Sweater,Elastane,88.1,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,26.47
561,H&M,Sweater Asymmetric,€ 26.47,Man,Sweater,Cotton,5.5,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,26.47
562,Patagonia,Tshirt Regular Fit,€ 62.00,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,62.0
563,Zara,Tshirt Textured,€ 16.98,Woman,Tshirt,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,16.98
564,H&M,Tshirt Asymmetric,€ 11.25,Woman,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,GRS,0.2,,0.0,11.25
565,H&M,Tshirt Cropped,€ 9.49,Man,Tshirt,Organic Cotton,56.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,9.49
565,H&M,Tshirt Cropped,€ 9.49,Man,Tshirt,Recycled Cotton,40.4,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,9.49
565,H&M,Tshirt Cropped,€ 9.49,Man,Tshirt,Polyester,2.8,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,9.49
566,Penneys,Sweater Regular Fit,€ 15.03,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,15.03
567,H&M,Jacket Textured,€ 62.88,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,62.88
568,Penneys,Jumper Regular Fit,€ 17.56,Man,Jumper,Acrylic,2.0,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,17.56
568,Penneys,Jumper Regular Fit,€ 17.56,Man,Jumper,Recycled Cashmere,98.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,17.56
569,H&M,Tshirt Asymmetric,€ 11.97,Woman,Tshirt,Lyocell,18.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.97
569,H&M,Tshirt Asymmetric,€ 11.97,Woman,Tshirt,Cotton,17.8,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.97
569,H&M,Tshirt Asymmetric,€ 11.97,Woman,Tshirt,Recycled Cotton,64.3,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.97
570,Zara,Tshirt Textured,€ 14.02,Man,Tshirt,Recycled Polyester,34.2,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,14.02
570,Zara,Tshirt Textured,€ 14.02,Man,Tshirt,Elastane,49.6,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,14.02
570,Zara,Tshirt Textured,€ 14.02,Man,Tshirt,Lyocell,16.3,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,14.02
571,H&M,Tshirt Textured,€ 10.00,Man,Tshirt,Viscose,84.4,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,10.0
571,H&M,Tshirt Textured,€ 10.00,Man,Tshirt,Lyocell,15.6,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,10.0
572,Patagonia,Jacket Cropped,€ 128.18,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,128.18
573,Penneys,Jacket Cropped,€ 39.42,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,39.42
574,Penneys,Tshirt Ribbed,€ 8.20,Man,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,8.2
575,Penneys,Tshirt Oversized,€ 11.85,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,11.85
576,Penneys,Sweater Textured,€ 8.54,Man,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,8.54
577,Penneys,Jacket Cropped,€ 43.52,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,43.52
578,Penneys,Tshirt Cropped,€ 4.82,Woman,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,4.82
579,Zara,Jumper Oversized,€ 56.95,Man,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,56.95
580,Zara,Tshirt Slim Fit,€ 17.75,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,17.75
581,Penneys,Jacket Asymmetric,€ 18.09,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,18.09
582,Zara,Sweater Ribbed,€ 27.70,Man,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,BCI Cotton,0.05,,0.0,27.7
583,Zara,Jumper Oversized,€ 24.58,Woman,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,24.58
584,Zara,Sweater Regular Fit,€ 29.79,Woman,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,29.79
585,Zara,Tshirt Slim Fit,€ 28.07,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,28.07
586,Zara,Jacket Regular Fit,€ 68.45,Man,Jacket,Cotton,64.7,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,68.45
586,Zara,Jacket Regular Fit,€ 68.45,Man,Jacket,Recycled Nylon,35.3,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,68.45
